Plugin ID;CVE;CVSS;Risk;Host;Protocol;Port;Name;Synopsis;Description;Solution;See Also;Plugin Output;STIG Severity;CVSS v3.0 Base Score;CVSS Temporal Score;CVSS v3.0 Temporal Score;Risk Factor;BID;XREF;MSKB;Plugin Publication Date;Plugin Modification Date;Metasploit;Core Impact;CANVAS
    EXP-RC4-MD5                   0x02; 0x00; 0x80 RSA(512)      RSA      RC4(40)                MD5       export;;;;;;;;;;;;;;;;;;;;;;;
    EXP-EDH-RSA-DES-CBC-SHA       0x00; 0x14       DH(512)       RSA      DES-CBC(40)            SHA1      export;;;;;;;;;;;;;;;;;;;;;;;;
    EDH-RSA-DES-CBC-SHA           0x00; 0x15       DH            RSA      DES-CBC(56)            SHA1;;;;;;;;;;;;;;;;;;;;;;;;
    EXP-ADH-DES-CBC-SHA           0x00; 0x19       DH(512)       None     DES-CBC(40)            SHA1      export;;;;;;;;;;;;;;;;;;;;;;;;
    EXP-ADH-RC4-MD5               0x00; 0x17       DH(512)       None     RC4(40)                MD5       export;;;;;;;;;;;;;;;;;;;;;;;;
    ADH-DES-CBC-SHA               0x00; 0x1A       DH            None     DES-CBC(56)            SHA1;;;;;;;;;;;;;;;;;;;;;;;;
    EXP-DES-CBC-SHA               0x00; 0x08       RSA(512)      RSA      DES-CBC(40)            SHA1      export;;;;;;;;;;;;;;;;;;;;;;;;
    EXP-RC2-CBC-MD5               0x00; 0x06       RSA(512)      RSA      RC2-CBC(40)            MD5       export;;;;;;;;;;;;;;;;;;;;;;;;
    EXP-RC4-MD5                   0x00; 0x03       RSA(512)      RSA      RC4(40)                MD5       export;;;;;;;;;;;;;;;;;;;;;;;;
    DES-CBC-SHA                   0x00; 0x09       RSA           RSA      DES-CBC(56)            SHA1;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
The fields above are :;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
  {Tenable ciphername};;;;;;;;;;;;;;;;;;;;;;;;;
  {Cipher ID code};;;;;;;;;;;;;;;;;;;;;;;;;
  Kex={key exchange};;;;;;;;;;;;;;;;;;;;;;;;;
  Auth={authentication};;;;;;;;;;;;;;;;;;;;;;;;;
  Encrypt={symmetric encryption method};;;;;;;;;;;;;;;;;;;;;;;;;
  MAC={message authentication code};;;;;;;;;;;;;;;;;;;;;;;;;
  {export flag};;;;;;;;;;;;;;;;;;;;;;;;;
;,5.3;;;Medium;;CWE:326;;;;;;;;;;;;;;;;;;;
31705;CVE-2007-1858;2.6;Low;10.0.2.6;tcp;25;SSL Anonymous Cipher Suites Supported;The remote service supports the use of anonymous SSL ciphers.;The remote host supports the use of anonymous SSL ciphers. While this;;;;;;;;;;;;;;;;
enables an administrator to set up a service that encrypts traffic;;;;;;;;;;;;;;;;;;;;;;;;;
without having to generate and configure SSL certificates; it offers;;;;;;;;;;;;;;;;;;;;;;;;
no way to verify the remote host's identity and renders the service;;;;;;;;;;;;;;;;;;;;;;;;;
vulnerable to a man-in-the-middle attack.;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Note: This is considerably easier to exploit if the attacker is on the;;;;;;;;;;;;;;;;;;;;;;;;;
"same physical network.""";Reconfigure the affected application if possible to avoid use of weak;;;;;;;;;;;;;;;;;;;;;;;;
"ciphers.""";http://www.nessus.org/u?3a040ada;;;;;;;;;;;;;;;;;;;;;;;;
The following is a list of SSL anonymous ciphers supported by the remote server :;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
  Low Strength Ciphers (<= 64-bit key);;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
    Name                          Code             KEX           Auth     Encryption             MAC;;;;;;;;;;;;;;;;;;;;;;;;;
    ----------------------        ----------       ---           ----     ---------------------  ---;;;;;;;;;;;;;;;;;;;;;;;;;
    EXP-ADH-DES-CBC-SHA           0x00; 0x19       DH(512)       None     DES-CBC(40)            SHA1      export;;;;;;;;;;;;;;;;;;;;;;;;
    EXP-ADH-RC4-MD5               0x00; 0x17       DH(512)       None     RC4(40)                MD5       export;;;;;;;;;;;;;;;;;;;;;;;;
    ADH-DES-CBC-SHA               0x00; 0x1A       DH            None     DES-CBC(56)            SHA1;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
  Medium Strength Ciphers (> 64-bit and < 112-bit key; or 3DES);;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
    Name                          Code             KEX           Auth     Encryption             MAC;;;;;;;;;;;;;;;;;;;;;;;;;
    ----------------------        ----------       ---           ----     ---------------------  ---;;;;;;;;;;;;;;;;;;;;;;;;;
    ADH-DES-CBC3-SHA              0x00; 0x1B       DH            None     3DES-CBC(168)          SHA1;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
  High Strength Ciphers (>= 112-bit key);;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
    Name                          Code             KEX           Auth     Encryption             MAC;;;;;;;;;;;;;;;;;;;;;;;;;
    ----------------------        ----------       ---           ----     ---------------------  ---;;;;;;;;;;;;;;;;;;;;;;;;;
    ADH-AES128-SHA                0x00; 0x34       DH            None     AES-CBC(128)           SHA1;;;;;;;;;;;;;;;;;;;;;;;;
    ADH-AES256-SHA                0x00; 0x3A       DH            None     AES-CBC(256)           SHA1;;;;;;;;;;;;;;;;;;;;;;;;
    ADH-RC4-MD5                   0x00; 0x18       DH            None     RC4(128)               MD5;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
The fields above are :;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
  {Tenable ciphername};;;;;;;;;;;;;;;;;;;;;;;;;
  {Cipher ID code};;;;;;;;;;;;;;;;;;;;;;;;;
  Kex={key exchange};;;;;;;;;;;;;;;;;;;;;;;;;
  Auth={authentication};;;;;;;;;;;;;;;;;;;;;;;;;
  Encrypt={symmetric encryption method};;;;;;;;;;;;;;;;;;;;;;;;;
  MAC={message authentication code};;;;;;;;;;;;;;;;;;;;;;;;;
  {export flag};;;;;;;;;;;;;;;;;;;;;;;;;
;,5.9;1.9;5.2;Low;28482;;;28/03/2008;06/04/2020;;;;;;;;;;;;;;;;
32314;CVE-2008-0166;10.0;Critical;10.0.2.6;tcp;22;Debian OpenSSH/OpenSSL Package Random Number Generator Weakness;The remote SSH host keys are weak.;The remote SSH host key has been generated on a Debian ;;;;;;;;;;;;;;;;
or Ubuntu system which contains a bug in the random number;;;;;;;;;;;;;;;;;;;;;;;;;
generator of its OpenSSL library.;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
The problem is due to a Debian packager removing nearly all;;;;;;;;;;;;;;;;;;;;;;;;;
sources of entropy in the remote version of OpenSSL.;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
An attacker can easily obtain the private part of the remote;;;;;;;;;;;;;;;;;;;;;;;;;
key and use this to set up decipher the remote session  or;;;;;;;;;;;;;;;;;;;;;;;;;
"set up a man in the middle attack.""";Consider all cryptographic material generated on the remote host;;;;;;;;;;;;;;;;;;;;;;;;
to be guessable. In particuliar; all SSH; SSL and OpenVPN key;;;;;;;;;;;;;;;;;;;;;;;
"material should be re-generated.""";http://www.nessus.org/u?107f9bdc;;;;;;;;;;;;;;;;;;;;;;;;
"http://www.nessus.org/u?f14f4224""";;;;8.3;;Critical;29179;CWE:310;;14/05/2008;15/11/2018;;true;;;;;;;;;;;;
32321;CVE-2008-0166;10.0;Critical;10.0.2.6;tcp;25;Debian OpenSSH/OpenSSL Package Random Number Generator Weakness (SSL check);The remote SSL certificate uses a weak key.;The remote x509 certificate on the remote SSL server has been generated;;;;;;;;;;;;;;;;
on a Debian or Ubuntu system which contains a bug in the random number;;;;;;;;;;;;;;;;;;;;;;;;;
generator of its OpenSSL library. ;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
The problem is due to a Debian packager removing nearly all sources of;;;;;;;;;;;;;;;;;;;;;;;;;
entropy in the remote version of OpenSSL. ;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
An attacker can easily obtain the private part of the remote key and use;;;;;;;;;;;;;;;;;;;;;;;;;
this to decipher the remote session or set up a man in the middle;;;;;;;;;;;;;;;;;;;;;;;;;
"attack.""";Consider all cryptographic material generated on the remote host to be;;;;;;;;;;;;;;;;;;;;;;;;
guessable.  In particuliar; all SSH; SSL and OpenVPN key material should;;;;;;;;;;;;;;;;;;;;;;;
"be re-generated.""";http://www.nessus.org/u?107f9bdc;;;;;;;;;;;;;;;;;;;;;;;;
"http://www.nessus.org/u?f14f4224""";;;;8.3;;Critical;29179;CWE:310;;15/05/2008;15/11/2018;;true;;;;;;;;;;;;
32321;CVE-2008-0166;10.0;Critical;10.0.2.6;tcp;5432;Debian OpenSSH/OpenSSL Package Random Number Generator Weakness (SSL check);The remote SSL certificate uses a weak key.;The remote x509 certificate on the remote SSL server has been generated;;;;;;;;;;;;;;;;
on a Debian or Ubuntu system which contains a bug in the random number;;;;;;;;;;;;;;;;;;;;;;;;;
generator of its OpenSSL library. ;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
The problem is due to a Debian packager removing nearly all sources of;;;;;;;;;;;;;;;;;;;;;;;;;
entropy in the remote version of OpenSSL. ;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
An attacker can easily obtain the private part of the remote key and use;;;;;;;;;;;;;;;;;;;;;;;;;
this to decipher the remote session or set up a man in the middle;;;;;;;;;;;;;;;;;;;;;;;;;
"attack.""";Consider all cryptographic material generated on the remote host to be;;;;;;;;;;;;;;;;;;;;;;;;
guessable.  In particuliar; all SSH; SSL and OpenVPN key material should;;;;;;;;;;;;;;;;;;;;;;;
"be re-generated.""";http://www.nessus.org/u?107f9bdc;;;;;;;;;;;;;;;;;;;;;;;;
"http://www.nessus.org/u?f14f4224""";;;;8.3;;Critical;29179;CWE:310;;15/05/2008;15/11/2018;;true;;;;;;;;;;;;
33850;;10.0;Critical;10.0.2.6;tcp;0;Unix Operating System Unsupported Version Detection;The operating system running on the remote host is no longer;;;;;;;;;;;;;;;;;
"supported.""";According to its self-reported version number, the Unix operating;;;;;;;;;;;;;;;;;;;;;;;;
system running on the remote host is no longer supported.;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Lack of support implies that no new security patches for the product;;;;;;;;;;;;;;;;;;;;;;;;;
will be released by the vendor. As a result; it is likely to contain;;;;;;;;;;;;;;;;;;;;;;;;
"security vulnerabilities.""";Upgrade to a version of the Unix operating system that is currently;;;;;;;;;;;;;;;;;;;;;;;;
"supported.""";;;;;;;;;;;;;;;;;;;;;;;;;
Ubuntu 8.04 support ended on 2011-05-12 (Desktop) / 2013-05-09 (Server).;;;;;;;;;;;;;;;;;;;;;;;;;
Upgrade to Ubuntu 19.10 / LTS 18.04 / LTS 16.04.;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
For more information; see : https://wiki.ubuntu.com/Releases;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;,10.0;;;Critical;;;;08/08/2008;30/03/2020;;;;;;;;;;;;;;;;
34460;;7.5;High;10.0.2.6;tcp;8180;Unsupported Web Server Detection;The remote web server is obsolete / unsupported.;According to its version, the remote web server is obsolete and no;;;;;;;;;;;;;;;;
longer maintained by its vendor or provider.;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Lack of support implies that no new security patches for the product;;;;;;;;;;;;;;;;;;;;;;;;;
will be released by the vendor. As a result; it may contain security;;;;;;;;;;;;;;;;;;;;;;;;
"vulnerabilities.""";Remove the web server if it is no longer needed. Otherwise, upgrade to a;;;;;;;;;;;;;;;;;;;;;;;;
"supported version if possible or switch to another server.""";;;;;;;;;;;;;;;;;;;;;;;;;
  Product                : Tomcat;;;;;;;;;;;;;;;;;;;;;;;;;
  Installed version      : 5.5;;;;;;;;;;;;;;;;;;;;;;;;;
  Support ended          : 2012-09-30;;;;;;;;;;;;;;;;;;;;;;;;;
  Supported versions     : 8.5.x / 7.0.x;;;;;;;;;;;;;;;;;;;;;;;;;
  Additional information : http://tomcat.apache.org/tomcat-55-eol.html;;;;;;;;;;;;;;;;;;;;;;;;;
;,10.0;;;High;;;;21/10/2008;27/04/2020;;;;;;;;;;;;;;;;
35371;;;None;10.0.2.6;udp;53;DNS Server hostname.bind Map Hostname Disclosure;The DNS server discloses the remote host name.;It is possible to learn the remote host name by querying the remote;;;;;;;;;;;;;;;;
"DNS server for 'hostname.bind' in the CHAOS domain.""";It may be possible to disable this feature.  Consult the vendor's;;;;;;;;;;;;;;;;;;;;;;;;
"documentation for more information.""";;;;;;;;;;;;;;;;;;;;;;;;;
The remote host name is :;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
metasploitable;;;;;;;;;;;;;;;;;;;;;;;;;
;,;,;"None""";;;;15/01/2009;14/09/2011;;;;;;;;;;;;;;;;;
35373;;;None;10.0.2.6;udp;53;DNS Server DNSSEC Aware Resolver;The remote DNS resolver is DNSSEC-aware.;The remote DNS resolver accepts DNSSEC options.  This means that it;;;;;;;;;;;;;;;;
may verify the authenticity of DNSSEC protected zones if it is;;;;;;;;;;;;;;;;;;;;;;;;;
"configured to trust their keys.""";n/a;;;;;;;None;;;;15/01/2009;21/11/2013;;;;;;;;;;;;
35716;;;None;10.0.2.6;tcp;0;Ethernet Card Manufacturer Detection;The manufacturer can be identified from the Ethernet OUI.;Each ethernet MAC address starts with a 24-bit Organizationally ;;;;;;;;;;;;;;;;
"Unique Identifier (OUI). These OUIs are registered by IEEE.""";n/a;https://standards.ieee.org/faqs/regauth.html;;;;;;;;;;;;;;;;;;;;;;;
"http://www.nessus.org/u?794673b4""";;;;;;;;;;;;;;;;;;;;;;;;;
The following card manufacturers were identified :;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
08:00:27:03:46:15 : PCS Systemtechnik GmbH;;;;;;;;;;;;;;;;;;;;;;;;;
;,;,;"None""";;;;19/02/2009;13/05/2020;;;;;;;;;;;;;;;;;
39446;;;None;10.0.2.6;tcp;8180;Apache Tomcat Detection;The remote web server is an Apache Tomcat server.;Nessus was able to detect a remote Apache Tomcat;;;;;;;;;;;;;;;;
"web server.""";n/a;https://tomcat.apache.org/;;;;;;;;;;;;;;;;;;;;;;;
  URL        : http://10.0.2.6:8180/;;;;;;;;;;;;;;;;;;;;;;;;;
  Version    : 5.5;;;;;;;;;;;;;;;;;;;;;;;;;
  backported : 0;;;;;;;;;;;;;;;;;;;;;;;;;
  source     : Apache Tomcat/5.5;;;;;;;;;;;;;;;;;;;;;;;;;
;,;,;"None""";;;;18/06/2009;27/01/2020;;;;;;;;;;;;;;;;;
39519;;;None;10.0.2.6;tcp;2121;Backported Security Patch Detection (FTP);Security patches are backported.;Security patches may have been 'backported' to the remote FTP server;;;;;;;;;;;;;;;;
without changing its version number. ;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Banner-based checks have been disabled to avoid false positives. ;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Note that this test is informational only and does not denote any;;;;;;;;;;;;;;;;;;;;;;;;;
"security problem.""";n/a;https://access.redhat.com/security/updates/backporting/?sc_cid=3093;;;;;;;;;;;;;;;;;;;;;;;
Give Nessus credentials to perform local checks.;;;;;;;;;;;;;;;;;;;;;;;;;
;,;,;"None""";;;;25/06/2009;07/07/2015;;;;;;;;;;;;;;;;;
39520;;;None;10.0.2.6;tcp;22;Backported Security Patch Detection (SSH);Security patches are backported.;Security patches may have been 'backported' to the remote SSH server;;;;;;;;;;;;;;;;
without changing its version number. ;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Banner-based checks have been disabled to avoid false positives. ;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Note that this test is informational only and does not denote any;;;;;;;;;;;;;;;;;;;;;;;;;
"security problem.""";n/a;https://access.redhat.com/security/updates/backporting/?sc_cid=3093;;;;;;;;;;;;;;;;;;;;;;;
Give Nessus credentials to perform local checks.;;;;;;;;;;;;;;;;;;;;;;;;;
;,;,;"None""";;;;25/06/2009;07/07/2015;;;;;;;;;;;;;;;;;
39521;;;None;10.0.2.6;tcp;80;Backported Security Patch Detection (WWW);Security patches are backported.;Security patches may have been 'backported' to the remote HTTP server;;;;;;;;;;;;;;;;
without changing its version number.;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Banner-based checks have been disabled to avoid false positives.;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Note that this test is informational only and does not denote any;;;;;;;;;;;;;;;;;;;;;;;;;
"security problem.""";n/a;https://access.redhat.com/security/updates/backporting/?sc_cid=3093;;;;;;;;;;;;;;;;;;;;;;;
Give Nessus credentials to perform local checks.;;;;;;;;;;;;;;;;;;;;;;;;;
;,;,;"None""";;;;25/06/2009;07/07/2015;;;;;;;;;;;;;;;;;
42088;;;None;10.0.2.6;tcp;25;SMTP Service STARTTLS Command Support;The remote mail service supports encrypting traffic.;The remote SMTP service supports the use of the 'STARTTLS' command to;;;;;;;;;;;;;;;;
"switch from a cleartext to an encrypted communications channel.""";n/a;https://en.wikipedia.org/wiki/STARTTLS;;;;;;;;;;;;;;;;;;;;;;;
"https://tools.ietf.org/html/rfc2487""";;;;;;;;;;;;;;;;;;;;;;;;;
Here is the SMTP service's SSL certificate that Nessus was able to;;;;;;;;;;;;;;;;;;;;;;;;;
collect after sending a 'STARTTLS' command :;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
------------------------------ snip ------------------------------;;;;;;;;;;;;;;;;;;;;;;;;;
Subject Name: ;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Country: XX;;;;;;;;;;;;;;;;;;;;;;;;;
State/Province: There is no such thing outside US;;;;;;;;;;;;;;;;;;;;;;;;;
Locality: Everywhere;;;;;;;;;;;;;;;;;;;;;;;;;
Organization: OCOSA;;;;;;;;;;;;;;;;;;;;;;;;;
Organization Unit: Office for Complication of Otherwise Simple Affairs;;;;;;;;;;;;;;;;;;;;;;;;;
Common Name: ubuntu804-base.localdomain;;;;;;;;;;;;;;;;;;;;;;;;;
Email Address: root@ubuntu804-base.localdomain;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Issuer Name: ;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Country: XX;;;;;;;;;;;;;;;;;;;;;;;;;
State/Province: There is no such thing outside US;;;;;;;;;;;;;;;;;;;;;;;;;
Locality: Everywhere;;;;;;;;;;;;;;;;;;;;;;;;;
Organization: OCOSA;;;;;;;;;;;;;;;;;;;;;;;;;
Organization Unit: Office for Complication of Otherwise Simple Affairs;;;;;;;;;;;;;;;;;;;;;;;;;
Common Name: ubuntu804-base.localdomain;;;;;;;;;;;;;;;;;;;;;;;;;
Email Address: root@ubuntu804-base.localdomain;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Serial Number: 00 FA F9 3A 4C 7F B6 B9 CC ;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Version: 1;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Signature Algorithm: SHA-1 With RSA Encryption;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Not Valid Before: Mar 17 14:07:45 2010 GMT;;;;;;;;;;;;;;;;;;;;;;;;;
Not Valid After: Apr 16 14:07:45 2010 GMT;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Public Key Info: ;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Algorithm: RSA Encryption;;;;;;;;;;;;;;;;;;;;;;;;;
Key Length: 1024 bits;;;;;;;;;;;;;;;;;;;;;;;;;
Public Key: 00 D6 B4 13 36 33 9A 95 71 7B 1B DE 7C 83 75 DA 71 B1 3C A9 ;;;;;;;;;;;;;;;;;;;;;;;;;
            7F FE AD 64 1B 77 E9 4F AE BE CA D4 F8 CB EF AE BB 43 79 24 ;;;;;;;;;;;;;;;;;;;;;;;;;
            73 FF 3C E5 9E 3B 6D FC C8 B1 AC FA 4C 4D 5E 9B 4C 99 54 0B ;;;;;;;;;;;;;;;;;;;;;;;;;
            D7 A8 4A 50 BA A9 DE 1D 1F F4 E4 6B 02 A3 F4 6B 45 CD 4C AF ;;;;;;;;;;;;;;;;;;;;;;;;;
            8D 89 62 33 8F 65 BB 36 61 9F C4 2C 73 C1 4E 2E A0 A8 14 4E ;;;;;;;;;;;;;;;;;;;;;;;;;
            98 70 46 61 BB D1 B9 31 DF 8C 99 EE 75 6B 79 3C 40 A0 AE 97 ;;;;;;;;;;;;;;;;;;;;;;;;;
            00 90 9D DC 99 0D 33 A4 B5 ;;;;;;;;;;;;;;;;;;;;;;;;;
Exponent: 01 00 01 ;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Signature Length: 128 bytes / 1024 bits;;;;;;;;;;;;;;;;;;;;;;;;;
Signature: 00 92 A4 B4 B8 14 55 63 25 51 4A 0B C3 2A 22 CF 3A F8 17 6A ;;;;;;;;;;;;;;;;;;;;;;;;;
           0C CF 66 AA A7 65 2F 48 6D CD E3 3E 5C 9F 77 6C D4 44 54 1F ;;;;;;;;;;;;;;;;;;;;;;;;;
           1E 84 4F 8E D4 8D DD AC 2D 88 09 21 A8 DA 56 2C A9 05 3C 49 ;;;;;;;;;;;;;;;;;;;;;;;;;
           68 35 19 75 0C DA 53 23 88 88 19 2D 74 26 C1 22 65 EE 11 68 ;;;;;;;;;;;;;;;;;;;;;;;;;
           83 6A 53 4A 9C 27 CB A0 B4 E9 8D 29 0C B2 3C 18 5C 67 CC 53 ;;;;;;;;;;;;;;;;;;;;;;;;;
           A6 1E 30 D0 AA 26 7B 1E AE 40 B9 29 01 6C 2E BC A2 19 94 7C ;;;;;;;;;;;;;;;;;;;;;;;;;
           15 6E 8D 30 38 F6 CA 2E 75 ;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
------------------------------ snip ------------------------------;;;;;;;;;;;;;;;;;;;;;;;;;
;,;,;"None""";;;;09/10/2009;20/03/2019;;;;;;;;;;;;;;;;;
42256;;5.0;Medium;10.0.2.6;tcp;2049;NFS Shares World Readable;The remote NFS server exports world-readable shares.;The remote NFS server is exporting one or more shares without;;;;;;;;;;;;;;;;
restricting access (based on hostname; IP;" or IP range).""";Place the appropriate restrictions on all NFS shares.;http://www.tldp.org/HOWTO/NFS-HOWTO/security.html;;;;;;;;;;;;;;;;;;;;;
The following shares have no access restrictions :;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
  / *;;;;;;;;;;;;;;;;;;;;;;;;;
;,7.5;;;Medium;;;;26/10/2009;05/05/2020;;;;;;;;;;;;;;;;
42263;;5.8;Medium;10.0.2.6;tcp;23;Unencrypted Telnet Server;The remote Telnet server transmits traffic in cleartext.;The remote host is running a Telnet server over an unencrypted;;;;;;;;;;;;;;;;
channel.;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Using Telnet over an unencrypted channel is not recommended as logins;;;;;;;;;;;;;;;;;;;;;;;;;
passwords; and commands are transferred in cleartext. This allows a ;;;;;;;;;;;;;;;;;;;;;;;;
remote; man-in-the-middle attacker to eavesdrop on a Telnet session to;;;;;;;;;;;;;;;;;;;;;;;;
obtain credentials or other sensitive information and to modify;;;;;;;;;;;;;;;;;;;;;;;;;
traffic exchanged between a client and server.;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
SSH is preferred over Telnet since it protects credentials from;;;;;;;;;;;;;;;;;;;;;;;;;
eavesdropping and can tunnel additional data streams such as an X11;;;;;;;;;;;;;;;;;;;;;;;;;
"session.""";Disable the Telnet service and use SSH instead.;;;;;;;;;;;;;;;;;;;;;;;;
Nessus collected the following banner from the remote Telnet server :;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
------------------------------ snip ------------------------------;;;;;;;;;;;;;;;;;;;;;;;;;
                _                  _       _ _        _     _      ____  ;;;;;;;;;;;;;;;;;;;;;;;;;
 _ __ ___   ___| |_ __ _ ___ _ __ | | ___ (_) |_ __ _| |__ | | ___|___ \ ;;;;;;;;;;;;;;;;;;;;;;;;;
| '_ ` _ \ / _ \ __/ _` / __| '_ \| |/ _ \| | __/ _` | '_ \| |/ _ \ __) |;;;;;;;;;;;;;;;;;;;;;;;;;
| | | | | |  __/ || (_| \__ \ |_) | | (_) | | || (_| | |_) | |  __// __/ ;;;;;;;;;;;;;;;;;;;;;;;;;
|_| |_| |_|\___|\__\__;_|___/ .__/|_|\___/|_|\__\__;_|_.__/|_|\___|_____|;;;;;;;;;;;;;;;;;;;;;;;
                            |_|                                          ;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Warning: Never expose this VM to an untrusted network!;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Contact: msfdev[at]metasploit.com;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Login with msfadmin/msfadmin to get started;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
metasploitable login: ;;;;;;;;;;;;;;;;;;;;;;;;;
------------------------------ snip ------------------------------;;;;;;;;;;;;;;;;;;;;;;;;;
;,6.5;;;Medium;;;;27/10/2009;12/06/2020;;;;;;;;;;;;;;;;
42873;CVE-2016-2183;5.0;Medium;10.0.2.6;tcp;25;SSL Medium Strength Cipher Suites Supported (SWEET32);The remote service supports the use of medium strength SSL ciphers.;The remote host supports the use of SSL ciphers that offer medium;;;;;;;;;;;;;;;;
strength encryption. Nessus regards medium strength as any encryption;;;;;;;;;;;;;;;;;;;;;;;;;
that uses key lengths at least 64 bits and less than 112 bits; or ;;;;;;;;;;;;;;;;;;;;;;;;
else that uses the 3DES encryption suite.;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Note that it is considerably easier to circumvent medium strength;;;;;;;;;;;;;;;;;;;;;;;;;
"encryption if the attacker is on the same physical network.""";Reconfigure the affected application if possible to avoid use of;;;;;;;;;;;;;;;;;;;;;;;;
